name,link_id,from_node_id,to_node_id,facility_type,link_type,length,lanes,free_speed,capacity,dir_flag,cost,VDF_alpha,VDF_beta,VDF_plf,ref_volume,ref_cost,allowed_uses,,base_volume,base_vol_auto
,1902,1822,11575,Highway,1,1.15,1,27,770,1,0,0.15,4,1,235.699045,2.590528918,,,0,0
,1903,1823,1822,Highway,1,1.03,1,29,2034,1,0,0.15,4,1,1473.406618,2.402583461,,,85.1365,85.1365
,1904,1823,1838,Highway,1,0.53,1,28,1440,1,0,0.15,4,1,477.0836886,1.194415691,,,0,0
,1905,1823,1839,Highway,1,0.13,1,25,360,1,0,0.15,4,1,227.385601,0.351948824,,,0,0
,1906,1823,11575,Highway,1,0.45,1,25,770,1,0,0.15,4,1,86.51,1.192525812,,,4.4422,4.4422
,1907,1824,1810,Highway,1,0.75,1,36,450,1,0,0.15,4,1,734.4831775,2.510125789,,,11.3971,11.3971
,1908,1824,1828,Highway,1,0.46,1,36,2400,1,0,0.15,4,1,665.3979118,0.805611535,,,14.0797,14.0797
,1909,1824,1832,Highway,1,0.37,1,25,770,1,0,0.15,4,1,68.86,0.980508519,,,0,0
,1910,1825,1826,Highway,1,0.7,1,28,1980,1,0,0.15,4,1,1325.632589,1.617194051,,,730.6541,730.6541
,1911,1825,5112,Highway,1,0.18,1,28,2520,1,0,0.15,4,1,1888.989189,0.422049415,,,0,0
,1912,1825,11868,Highway,1,0.25,1,28,2520,1,0,0.15,4,1,1560.38479,0.573525186,,,396.4806,396.4806
,1913,1825,12261,Highway,1,1,1,27,860,1,0,0.15,4,1,479.5480453,2.27900387,,,511.3695,511.3695
,1914,1826,1825,Highway,1,0.7,1,28,1440,1,0,0.15,4,1,1911.831262,2.227480538,,,0.0939,0.0939
,1915,1826,5808,Highway,1,1.34,1,30,405,1,0,0.15,4,1,471.5767662,3.753950862,,,336.1205,336.1205
,1916,1826,11869,Highway,1,0.5,1,28,2394,1,0,0.15,4,1,623.5165986,1.125690219,,,22.9835,22.9835
,1917,1826,11888,Highway,1,0.49,1,28,450,1,0,0.15,4,1,723.6186682,2.085393197,,,571.1395,571.1395
,1918,1827,2279,Highway,1,1,1,42,900,1,0,0.15,4,1,80.08,1.583012533,,,0,0
,1919,1827,2281,Highway,1,0.51,1,38,810,1,0,0.15,4,1,747.8931482,0.975900919,,,0,0
,1920,1827,10932,Highway,1,1.01,1,45,810,1,0,0.15,4,1,928.4204741,1.94823667,,,109.678,109.678
,1921,1827,10935,Highway,1,0.78,1,45,810,1,0,0.15,4,1,595.71,1.280637735,,,93.7371,93.7371
,1922,1828,1824,Highway,1,0.46,1,36,2400,1,0,0.15,4,1,803.3431775,0.806299271,,,4.4413,4.4413
,1923,1828,1835,Highway,1,0.55,1,25,770,1,0,0.15,4,1,182.9408135,1.458130877,,,0,0
,1924,1828,1838,Highway,1,0.34,1,36,1360,1,0,0.15,4,1,883.8627723,0.608647251,,,0,0
,1925,1828,11575,Highway,1,0.5,1,25,810,1,0,0.15,4,1,217.09,1.325928735,,,25.4503,25.4503
,1926,1829,2333,Highway,1,0.76,1,42,810,1,0,0.15,4,1,157.1981704,1.203215551,,,0,0
,1927,1829,4986,Highway,1,1.6,1,48,1030,1,0,0.15,4,1,359.35,2.324266917,,,49.2247,49.2247
,1928,1829,6472,Highway,1,0.2,1,38,810,1,0,0.15,4,1,25.4,0.350000044,,,14.2437,14.2437
,1929,1829,10935,Highway,1,1.07,1,45,810,1,0,0.15,4,1,478.3351724,1.720531813,,,0,0
,1930,1830,2285,Highway,1,1.01,1,42,810,1,0,0.15,4,1,587.1323011,1.655277966,,,142.7847,142.7847
,1931,1830,2295,Highway,1,0.24,1,38,1080,1,0,0.15,4,1,0,0.42,,,0,0
,1932,1830,4985,Highway,1,0.5,1,40,1800,1,0,0.15,4,1,2144.650765,1.101719476,,,304.05,304.05
,1933,1830,10936,Highway,1,0.53,1,37,1620,1,0,0.15,4,1,1615.426164,1.045408952,,,443.7712,443.7712
,1934,1831,2286,Highway,1,1,1,40,810,1,0,0.15,4,1,197.09,1.75078868,,,1.854,1.854
,1935,1831,2293,Highway,1,0.26,1,35,810,1,0,0.15,4,1,300.6592335,0.512269943,,,0,0
,1936,1831,10936,Highway,1,1.02,1,45,1620,1,0,0.15,4,1,1136.454183,1.664405789,,,346.4418,346.4418
,1937,1831,12941,Highway,1,1.01,1,47,1440,1,0,0.15,4,1,1525.072103,1.693220672,,,359.0831,359.0831
,1938,1832,1824,Highway,1,0.37,1,25,340,1,0,0.15,4,1,53.09,0.980579184,,,6.9558,6.9558
,1939,1832,1835,Highway,1,0.37,1,29,770,1,0,0.15,4,1,163.5663188,0.832726014,,,0,0
,1940,1832,11570,Highway,1,0.68,1,29,770,1,0,0.15,4,1,355.533681,1.53927236,,,9.0828,9.0828
,1941,1833,2297,Highway,1,1,1,40,720,1,0,0.15,4,1,505.565047,1.804696646,,,0,0
,1942,1833,10937,Highway,1,1.5,1,42,810,1,0,0.15,4,1,951.0180022,2.945080428,,,430.8342,430.8342
,1943,1833,11651,Highway,1,1.01,1,42,790,1,0,0.15,4,1,436.9,1.618400734,,,115.159,115.159
,1944,1834,2297,Highway,1,0.48,1,35,720,1,0,0.15,4,1,430.6828424,0.958804887,,,403.2064,403.2064
,1945,1834,2723,Highway,1,0.52,1,35,810,1,0,0.15,4,1,388.41,1.028066274,,,136.399,136.399
,1946,1834,9658,Highway,1,1.2,1,40,900,1,0,0.15,4,1,81.46,2.100018121,,,31.3255,31.3255
,1947,1834,10719,Highway,1,1,1,40,1260,1,0,0.15,4,1,458.24,1.753936156,,,129.7397,129.7397
,1948,1835,1828,Highway,1,0.55,1,25,340,1,0,0.15,4,1,63.57,1.457741968,,,0,0
,1949,1835,1832,Highway,1,0.37,1,29,770,1,0,0.15,4,1,286.673681,0.83463261,,,16.0386,16.0386
,1950,1835,4677,Highway,1,1,1,27,770,1,0,0.15,4,1,182.9408135,2.250955874,,,0,0
,1951,1835,11576,Highway,1,0.32,1,29,340,1,0,0.15,4,1,205.0251837,0.732693588,,,0,0
,1952,1836,1822,Highway,1,0.08,1,25,360,1,0,0.15,4,1,800.869045,0.917388729,,,0,0
,1953,1836,1839,Highway,1,1.07,1,29,2034,1,0,0.15,4,1,811.8233681,2.415646057,,,0,0
,1954,1836,11580,Highway,1,0.69,1,28,567,1,0,0.15,4,1,439.8877133,1.62749036,,,0,0
,1955,1837,2723,Highway,1,1.01,1,36,810,1,0,0.15,4,1,65.83,1.767509914,,,57.4375,57.4375
,1956,1837,10714,Highway,1,0.4,1,25,360,1,0,0.15,4,1,151.25,1.064486772,,,86.428,86.428
,1957,1837,10715,Highway,1,1,1,36,450,1,0,0.15,4,1,149.2770698,1.752724613,,,87.789,87.789
,1958,1837,10719,Highway,1,0.5,1,25,360,1,0,0.15,4,1,51.14,1.3250733,,,53.1289,53.1289
,1959,1838,1823,Highway,1,0.53,1,28,2520,1,0,0.15,4,1,925.1662771,1.195388512,,,70.1813,70.1813
,1960,1838,1828,Highway,1,0.34,1,36,2400,1,0,0.15,4,1,845.0589771,0.596175884,,,15.8119,15.8119
,1961,1838,11576,Highway,1,0.58,1,28,2400,1,0,0.15,4,1,809.1492922,1.307248117,,,0.8792,0.8792
,1962,1838,11582,Highway,1,0.71,1,36,810,1,0,0.15,4,1,692.7679118,1.327977507,,,0,0
,1963,1839,1823,Highway,1,0.13,1,25,360,1,0,0.15,4,1,945.885446,2.574937318,,,19.3973,19.3973
,1964,1839,11581,Highway,1,0.52,1,33,810,1,0,0.15,4,1,728.073864,1.108243012,,,0,0
,1965,1840,9652,Highway,1,0.87,1,38,2520,1,0,0.15,4,1,1482.445519,1.545943075,,,848.9581,848.9581
,1966,1840,10708,Highway,1,0.11,1,32,1620,1,0,0.15,4,1,1470.6,0.235751796,,,1028.5696,1028.5696
,1967,1840,10715,Highway,1,1.01,1,40,450,1,0,0.15,4,1,155.59,1.770747735,,,100.0533,100.0533
,1968,1840,12950,Highway,1,1.01,1,33,720,1,0,0.15,4,1,472.4471576,2.031636145,,,81.9815,81.9815
,1969,1841,9652,Highway,1,0.15,1,38,2520,1,0,0.15,4,1,1396.251258,0.265680724,,,960.5718,960.5718
,1970,1841,10089,Highway,1,0.41,1,36,1800,1,0,0.15,4,1,1663.881097,0.784854328,,,1625.0189,1625.0189
,1971,1841,10710,Highway,1,1,1,38,1440,1,0,0.15,4,1,1654.880924,2.142463749,,,1184.9682,1184.9682
,1972,1841,10716,Highway,1,1.23,1,44,1440,1,0,0.15,4,1,1039.048846,2.014185129,,,524.1802,524.1802
,1973,1842,1843,Highway,1,0.31,1,24,1540,1,0,0.15,4,1,11.71,0.8215,,,11.2644,11.2644
,1974,1842,8872,Highway,1,0.19,1,22,430,1,0,0.15,4,1,50.41706641,0.503512927,,,34.5296,34.5296
,1975,1842,12957,Highway,1,0.2,1,22,450,1,0,0.15,4,1,0,0.53,,,0,0
,1976,1843,1842,Highway,1,0.31,1,24,2060,1,0,0.15,4,1,50.41706641,0.82150004,,,21.1475,21.1475
,1977,1843,2013,Highway,1,0.25,1,28,2160,1,0,0.15,4,1,1575.115853,0.583707832,,,1105.1964,1105.1964
,1978,1843,8328,Highway,1,0.31,1,28,1440,1,0,0.15,4,1,2092.712904,1.112331368,,,1695.9846,1695.9846
,1979,1844,1851,Highway,1,0.6,1,37,510,1,0,0.15,4,1,662.2754602,1.433890811,,,0,0
,1980,1844,11228,Highway,1,1.15,1,27,340,1,0,0.15,4,1,559.8223393,5.12323769,,,0,0
,1981,1844,11582,Highway,1,1.01,1,40,770,1,0,0.15,4,1,739.6913977,1.961027757,,,56.3667,56.3667
,1982,1845,1846,Highway,1,1.71,1,50,810,1,0,0.15,4,1,663.0406342,2.617693978,,,0,0
,1983,1845,4258,Highway,1,1.28,1,42,510,1,0,0.15,4,1,184.0501487,2.031342989,,,0,0
,1984,1845,6510,Highway,1,0.3,1,35,770,1,0,0.15,4,1,141.946895,0.589089042,,,38.844,38.844
,1985,1845,12918,Highway,1,1.94,1,51,900,1,0,0.15,4,1,859.8096479,2.865390679,,,136.4037,136.4037
,1986,1846,1845,Highway,1,1.71,1,50,990,1,0,0.15,4,1,738.5609925,2.574839595,,,175.2477,175.2477
,1987,1846,4258,Highway,1,1.61,1,42,1080,1,0,0.15,4,1,947.954786,2.740651969,,,51.1295,51.1295
,1988,1846,10161,Highway,1,0.38,1,40,1980,1,0,0.15,4,1,1692.677617,0.710666987,,,0,0
,1989,1847,1856,Highway,1,0.68,1,32,1440,1,0,0.15,4,1,363.7,1.336711726,,,214.173,214.173
,1990,1847,1916,Highway,1,1.02,1,38,1980,1,0,0.15,4,1,286.06,1.785099989,,,153.9536,153.9536
,1991,1847,2607,Highway,1,0.42,1,36,2520,1,0,0.15,4,1,781.812228,0.735875466,,,343.9449,343.9449
,1992,1847,2608,Highway,1,0.3,1,32,2520,1,0,0.15,4,1,320.022327,0.589020053,,,165.816,165.816
,1993,1848,1849,Highway,1,0.06,1,38,540,1,0,0.15,4,1,1372.871388,0.668998755,,,0,0
,1994,1848,10161,Highway,1,0.33,1,38,450,1,0,0.15,4,1,903.3116809,1.783082424,,,82.5098,82.5098
,1995,1848,11588,Highway,1,0.19,1,38,860,1,0,0.15,4,1,330.6275287,0.333433896,,,5.202,5.202
,1996,1849,1848,Highway,1,0.06,1,38,810,1,0,0.15,4,1,1196.37921,0.169249407,,,83.9609,83.9609
,1997,1849,4674,Highway,1,0.99,1,42,990,1,0,0.15,4,1,1158.747617,1.939103528,,,0,0
,1998,1849,4675,Highway,1,1.25,1,42,770,1,0,0.15,4,1,214.1237704,1.980995283,,,0,0
,1999,1850,1851,Highway,1,1.13,1,43,1080,1,0,0.15,4,1,343.3059423,1.791807995,,,0,0
,2000,1850,11587,Highway,1,0.14,1,25,630,1,0,0.15,4,1,464.7006337,0.385919745,,,3.0006,3.0006
,2001,1850,11588,Highway,1,0.55,1,29,600,1,0,0.15,4,1,207.6637704,1.239867674,,,0,0
,2002,1851,1844,Highway,1,0.6,1,37,860,1,0,0.15,4,1,799.1844801,1.150676505,,,33.0146,33.0146
,2003,1851,1850,Highway,1,1.13,1,43,1260,1,0,0.15,4,1,176.493105,1.789587023,,,3.0006,3.0006
,2004,1851,4674,Highway,1,0.37,1,37,430,1,0,0.15,4,1,720.8883201,1.30513115,,,0,0
,2005,1852,2612,Highway,1,0.5,1,38,2160,1,0,0.15,4,1,564.1462345,0.875523485,,,490.245,490.245
,2006,1852,2613,Highway,1,0.32,1,32,2520,1,0,0.15,4,1,571.6332446,0.629218038,,,687.9402,687.9402
,2007,1852,10466,Highway,1,0.26,1,35,720,1,0,0.15,4,1,837.0899185,0.633231904,,,563.9873,563.9873
,2008,1852,12960,Highway,1,1.03,1,38,1440,1,0,0.15,4,1,1029.912341,1.863141624,,,722.565,722.565
,2009,1853,4674,Highway,1,0.54,1,37,450,1,0,0.15,4,1,813.7947727,2.244528494,,,114.6556,114.6556
,2010,1853,9834,Highway,1,0.71,1,43,900,1,0,0.15,4,1,0,1.1245,,,0,0
,2011,1853,9835,Highway,1,0.47,1,39,2520,1,0,0.15,4,1,928.5264844,0.824449195,,,0.7775,0.7775
,2012,1854,1864,Highway,1,0.25,1,25,340,1,0,0.15,4,1,414.49,0.861284753,,,101.7814,101.7814
,2013,1854,2176,Highway,1,0.15,1,30,1450,1,0,0.15,4,1,1941.134256,0.482031596,,,1375.3847,1375.3847
,2014,1854,2613,Highway,1,0.18,1,32,2520,1,0,0.15,4,1,846.1548474,0.354589179,,,482.4972,482.4972
,2015,1854,2726,Highway,1,0.04,1,32,1800,1,0,0.15,4,1,537.7132446,0.079082424,,,461.049,461.049
,2016,1855,2721,Highway,1,0.13,1,28,1440,1,0,0.15,4,1,1286.716762,0.317362596,,,892.6284,892.6284
,2017,1855,10472,Highway,1,0.67,1,33,648,1,0,0.15,4,1,105.61,1.316621599,,,103.2813,103.2813
,2018,1855,10478,Highway,1,0.47,1,28,2440,1,0,0.15,4,1,1285.760344,1.068371761,,,736.7471,736.7471
,2019,1856,1847,Highway,1,0.68,1,32,1440,1,0,0.15,4,1,485.072327,1.338251987,,,224.3158,224.3158
,2020,1856,2720,Highway,1,0.3,1,29,450,1,0,0.15,4,1,199.68,0.678489239,,,180.54,180.54
,2021,1856,10724,Highway,1,1.04,1,38,1580,1,0,0.15,4,1,1024.14,1.861307111,,,544.0842,544.0842
,2022,1856,10728,Highway,1,0.21,1,38,1580,1,0,0.15,4,1,964.87,0.37407126,,,411.467,411.467
,2023,1857,1858,Highway,1,0.22,1,32,1440,1,0,0.15,4,1,817.8648531,0.43788449,,,545.9819,545.9819
,2024,1857,1929,Highway,1,1.08,1,23,360,1,0,0.15,4,1,219.93,2.916156944,,,103.5422,103.5422
,2025,1857,2720,Highway,1,0.3,1,29,450,1,0,0.15,4,1,552.8546481,0.880038925,,,335.2243,335.2243
,2026,1857,10478,Highway,1,0.52,1,29,450,1,0,0.15,4,1,738.6940537,2.302747091,,,423.5794,423.5794
,2027,1858,1857,Highway,1,0.22,1,32,1980,1,0,0.15,4,1,944.0087019,0.434921971,,,491.9833,491.9833
,2028,1858,1859,Highway,1,0.29,1,25,324,1,0,0.15,4,1,501.1973046,1.366299249,,,311.8818,311.8818
,2029,1858,2687,Highway,1,0.33,1,28,2440,1,0,0.15,4,1,636.6069088,0.742958734,,,457.9386,457.9386
,2030,1858,10485,Highway,1,0.6,1,32,2520,1,0,0.15,4,1,649.2958293,1.17968026,,,411.7443,411.7443
,2031,1859,1858,Highway,1,0.29,1,25,324,1,0,0.15,4,1,309.1078851,0.854988983,,,295.9305,295.9305
,2032,1859,1862,Highway,1,0.5,1,28,1880,1,0,0.15,4,1,132.2334349,1.125003671,,,68.4722,68.4722
,2033,1859,10478,Highway,1,0.25,1,25,324,1,0,0.15,4,1,542.7827081,1.371369813,,,395.0128,395.0128
,2034,1860,3489,Highway,1,0.5,1,40,790,1,0,0.15,4,1,287.8057184,0.876981718,,,0.324,0.324
,2035,1860,3499,Highway,1,0.78,1,47,1080,1,0,0.15,4,1,604.4486749,1.144775577,,,0,0
,2036,1860,3500,Highway,1,0.72,1,47,1080,1,0,0.15,4,1,580.5138327,1.054818331,,,44.9261,44.9261
,2037,1860,3536,Highway,1,1.11,1,47,1030,1,0,0.15,4,1,9.54,1.609500001,,,0,0
,2038,1861,1866,Highway,1,0.85,1,47,1030,1,0,0.15,4,1,368.0119396,1.23499339,,,0,0
,2039,1861,3538,Highway,1,0.6,1,40,510,1,0,0.15,4,1,211.1223279,1.053964512,,,0,0
,2040,1862,1859,Highway,1,0.5,1,28,2400,1,0,0.15,4,1,45.73540345,1.12500002,,,91.379,91.379
,2041,1862,1863,Highway,1,0.45,1,29,900,1,0,0.15,4,1,684.5804651,1.057692018,,,449.6398,449.6398
,2042,1862,10479,Highway,1,0.5,1,28,2400,1,0,0.15,4,1,173.5065014,1.125004097,,,141.5689,141.5689
,2043,1862,10485,Highway,1,0.28,1,25,315,1,0,0.15,4,1,290.5334349,0.81494622,,,198.1377,198.1377
,2044,1863,1862,Highway,1,0.45,1,29,450,1,0,0.15,4,1,335.9565014,1.054438792,,,278.2926,278.2926
,2045,1863,9640,Highway,1,0.24,1,32,1260,1,0,0.15,4,1,763.0904651,0.479293828,,,527.1333,527.1333
,2046,1863,10478,Highway,1,0.63,1,25,340,1,0,0.15,4,1,0,1.6695,,,0.0898,0.0898
,2047,1864,1854,Highway,1,0.25,1,25,340,1,0,0.15,4,1,439.0074938,0.912658103,,,262.8197,262.8197
,2048,1864,2614,Highway,1,0.2,1,32,2400,1,0,0.15,4,1,490.8106167,0.39308999,,,503.5935,503.5935
,2049,1864,2721,Highway,1,0.55,1,36,1360,1,0,0.15,4,1,834.6108647,0.980051964,,,394.7821,394.7821
,2050,1864,10472,Highway,1,0.04,1,28,405,1,0,0.15,4,1,962.1104734,0.472173811,,,871.3181,871.3181
,2051,1865,9640,Highway,1,0.54,1,32,1260,1,0,0.15,4,1,335.9565014,1.061702024,,,278.2926,278.2926
,2052,1865,10472,Highway,1,0.28,1,36,1400,1,0,0.15,4,1,1725.571259,0.635398525,,,934.7835,934.7835
,2053,1865,10473,Highway,1,0.44,1,32,810,1,0,0.15,4,1,946.1427766,1.074547089,,,678.4607,678.4607
,2054,1866,1861,Highway,1,0.85,1,47,1110,1,0,0.15,4,1,211.1223279,1.232700233,,,0,0
,2055,1866,3540,Highway,1,0.5,1,40,790,1,0,0.15,4,1,219.5219396,0.875670743,,,0,0
,2056,1866,3541,Highway,1,0.77,1,45,1050,1,0,0.15,4,1,170.68,1.219607556,,,0,0
,2057,1867,2615,Highway,1,0.36,1,32,1134,1,0,0.15,4,1,156.32,0.707033418,,,127.148,127.148
,2058,1867,5108,Highway,1,1,1,27,430,1,0,0.15,4,1,0,2.25,,,0,0
,2059,1867,10466,Highway,1,0.24,1,35,720,1,0,0.15,4,1,620.5045187,0.505008141,,,354.8668,354.8668
,2060,1867,12962,Highway,1,1.06,1,36,729,1,0,0.15,4,1,797.8045282,2.19710881,,,371.582,371.582
,2061,1868,1875,Highway,1,1.52,1,50,1110,1,0,0.15,4,1,205.7235683,2.20432282,,,6.1073,6.1073
,2062,1868,1892,Highway,1,0.79,1,47,960,1,0,0.15,4,1,258.1707977,1.146243778,,,0,0
,2063,1868,3541,Highway,1,0.19,1,40,520,1,0,0.15,4,1,651.6041086,0.43790422,,,0,0
,2064,1869,1880,Highway,1,0.5,1,39,900,1,0,0.15,4,1,309.9076043,0.876581654,,,0,0
,2065,1869,3502,Highway,1,0.26,1,39,540,1,0,0.15,4,1,367.2560647,0.467515746,,,0,0
,2066,1870,2178,Highway,1,0.14,1,30,1450,1,0,0.15,4,1,1485.409326,0.361255339,,,1309.4315,1309.4315
,2067,1870,2728,Highway,1,0.06,1,36,1620,1,0,0.15,4,1,2643.65963,0.200740539,,,871.1218,871.1218
,2068,1870,2729,Highway,1,0.49,1,28,1800,1,0,0.15,4,1,1267.690541,1.138664321,,,1082.3388,1082.3388
,2069,1871,1874,Highway,1,0.89,1,36,770,1,0,0.15,4,1,316.6,1.563223389,,,163.0706,163.0706
,2070,1871,2728,Highway,1,0.27,1,36,1620,1,0,0.15,4,1,1517.337421,0.519253583,,,1261.9211,1261.9211
,2071,1871,5102,Highway,1,0.5,1,36,2060,1,0,0.15,4,1,1136.342286,0.885416464,,,399.5927,399.5927
,2072,1871,10467,Highway,1,0.52,1,33,510,1,0,0.15,4,1,554.4961372,1.207759352,,,218.5531,218.5531
,2073,1872,1873,Highway,1,0.26,1,25,600,1,0,0.15,4,1,301.220168,0.694945755,,,206.9136,206.9136
,2074,1872,1874,Highway,1,0.29,1,36,1540,1,0,0.15,4,1,577.4284017,0.508789704,,,370.7444,370.7444
,2075,1872,10468,Highway,1,0.3,1,36,1880,1,0,0.15,4,1,695.0468842,0.52626104,,,242.2194,242.2194
,2076,1873,1872,Highway,1,0.26,1,25,340,1,0,0.15,4,1,416.7654582,0.900313406,,,176.9606,176.9606
,2077,1873,1883,Highway,1,0.53,1,25,340,1,0,0.15,4,1,318.280168,1.551021386,,,232.7742,232.7742
,2078,1873,5104,Highway,1,0.25,1,29,450,1,0,0.15,4,1,86.42,0.562602016,,,54.3746,54.3746
,2079,1873,10474,Highway,1,0.45,1,29,450,1,0,0.15,4,1,194.73,1.017233857,,,89.1555,89.1555
,2080,1874,1871,Highway,1,0.89,1,36,680,1,0,0.15,4,1,517.7555448,1.62480323,,,278.9356,278.9356
,2081,1874,1872,Highway,1,0.29,1,36,2400,1,0,0.15,4,1,699.3651915,0.507970491,,,263.7273,263.7273
,2082,1874,10474,Highway,1,0.25,1,36,2060,1,0,0.15,4,1,472.9446361,0.437656277,,,335.3465,335.3465
,2083,1875,1868,Highway,1,1.52,1,50,1030,1,0,0.15,4,1,640.0889149,2.244806413,,,0,0
,2084,1875,11464,Highway,1,0.44,1,40,860,1,0,0.15,4,1,205.7235683,0.770324174,,,6.1073,6.1073
,2085,1876,1879,Highway,1,0.25,1,29,450,1,0,0.15,4,1,307.9246361,0.578943299,,,213.2488,213.2488
,2086,1876,10474,Highway,1,0.85,1,32,1080,1,0,0.15,4,1,833.5769708,1.747060146,,,327.0045,327.0045
,2087,1876,10475,Highway,1,0.31,1,24,2060,1,0,0.15,4,1,42.9,0.821500021,,,41.0902,41.0902
,2088,1877,3467,Highway,1,0.79,1,40,510,1,0,0.15,4,1,140.8426517,1.383533869,,,0,0
,2089,1877,3487,Highway,1,1.62,1,50,810,1,0,0.15,4,1,337.66,2.357805741,,,0,0
,2090,1877,3502,Highway,1,0.76,1,45,1080,1,0,0.15,4,1,575.526973,1.215253733,,,0,0
,2091,1877,9319,Highway,1,1.5,1,48,990,1,0,0.15,4,1,680.3869807,2.23523473,,,0,0
,2092,1878,2414,Highway,1,0.5,1,28,2520,1,0,0.15,4,1,347.989886,1.125054545,,,117.3775,117.3775
,2093,1878,2631,Highway,1,0.53,1,36,1980,1,0,0.15,4,1,1498.599656,0.96663273,,,937.2712,937.2712
,2094,1878,10480,Highway,1,0.38,1,32,1440,1,0,0.15,4,1,1856.359554,1.015693618,,,1364.2789,1364.2789
,2095,1879,1876,Highway,1,0.25,1,29,450,1,0,0.15,4,1,635.4931385,0.860800974,,,216.2183,216.2183
,2096,1879,1944,Highway,1,1.58,1,34,1260,1,0,0.15,4,1,370.2127899,3.107028473,,,210.0056,210.0056
,2097,1879,9638,Highway,1,0.59,1,25,630,1,0,0.15,4,1,304.175213,1.575042173,,,42.4423,42.4423
,2098,1879,10481,Highway,1,0.3,1,28,1920,1,0,0.15,4,1,667.5439416,0.676315095,,,302.0689,302.0689
,2099,1880,1869,Highway,1,0.5,1,39,810,1,0,0.15,4,1,367.2560647,0.879754319,,,0,0
,2100,1880,3503,Highway,1,0.11,1,30,770,1,0,0.15,4,1,12.75,0.247500002,,,0,0
,2101,1880,11464,Highway,1,0.07,1,39,860,1,0,0.15,4,1,297.1576043,0.122724509,,,0,0
,2102,1881,1882,Highway,1,0.5,1,38,1580,1,0,0.15,4,1,903.425213,0.887025219,,,127.3004,127.3004
,2103,1881,5073,Highway,1,0.62,1,38,1580,1,0,0.15,4,1,586.4857749,1.087648353,,,424.7355,424.7355
,2104,1881,5106,Highway,1,0.49,1,32,2400,1,0,0.15,4,1,135.6103342,0.962501284,,,38.8576,38.8576
,2105,1882,1881,Highway,1,0.5,1,38,1580,1,0,0.15,4,1,666.4061091,0.878560246,,,438.7666,438.7666
,2106,1882,1883,Highway,1,0.21,1,36,2440,1,0,0.15,4,1,771.9989712,0.367973488,,,213.7808,213.7808
,2107,1882,10475,Highway,1,1.08,1,38,2100,1,0,0.15,4,1,439.475213,1.890466087,,,197.9315,197.9315
,2108,1883,1873,Highway,1,0.53,1,25,600,1,0,0.15,4,1,485.3454582,1.486191571,,,184.8086,184.8086
,2109,1883,1882,Highway,1,0.21,1,36,1580,1,0,0.15,4,1,552.5257749,0.368206616,,,510.6168,510.6168
,2110,1883,10469,Highway,1,0.3,1,36,2440,1,0,0.15,4,1,497.7972785,0.525116938,,,184.0876,184.0876
,2111,1884,11825,Highway,1,1.03,1,47,2440,1,0,0.15,4,1,1391.436165,1.513106658,,,136.346,136.346
,2112,1884,12736,Highway,1,0.22,1,35,2600,1,0,0.15,4,1,2208.65,0.461447391,,,0,0
,2113,1885,2181,Highway,1,1.21,1,62,6000,1,0,0.15,4,1,10550.69401,2.666110285,,,2262.2996,2262.2996
,2114,1885,2736,Highway,1,0.15,1,30,1450,1,0,0.15,4,1,1111.145012,0.353017561,,,0,0
,2115,1885,2737,Highway,1,0.15,1,30,1450,1,0,0.15,4,1,748.4480454,0.340694384,,,0,0
,2116,1886,1808,Highway,1,1.01,1,38,1440,1,0,0.15,4,1,1160.545774,1.86337448,,,173.6029,173.6029
,2117,1886,1891,Highway,1,1,1,34,2160,1,0,0.15,4,1,623.536142,1.965785392,,,436.4106,436.4106
,2118,1886,2736,Highway,1,0.5,1,36,1980,1,0,0.15,4,1,1569.75052,0.919444119,,,1814.9985,1814.9985
,2119,1886,10471,Highway,1,0.51,1,38,2520,1,0,0.15,4,1,1115.095213,0.896899449,,,244.3705,244.3705
,2120,1887,2736,Highway,1,0.18,1,30,1450,1,0,0.15,4,1,892.2235414,0.412741346,,,562.7571,562.7571
,2121,1887,2737,Highway,1,0.16,1,30,1450,1,0,0.15,4,1,1191.48,0.381883473,,,683.7068,683.7068
,2122,1887,5790,Highway,1,1.76,1,62,6000,1,0,0.15,4,1,8892.498399,2.875641945,,,7802.3407,7802.3407
,2123,1888,2737,Highway,1,0.56,1,36,2100,1,0,0.15,4,1,2188.826813,1.128709587,,,1589.2273,1589.2273
,2124,1888,10318,Highway,1,0.21,1,36,1440,1,0,0.15,4,1,1566.32,0.433641466,,,661.6322,661.6322
,2125,1888,10483,Highway,1,0.5,1,35,1260,1,0,0.15,4,1,670.7530717,0.992323824,,,184.1357,184.1357
,2126,1889,3517,Highway,1,0.51,1,32,2520,1,0,0.15,4,1,1120.8552,1.006630959,,,88.219,88.219
,2127,1889,3529,Highway,1,0.58,1,32,1440,1,0,0.15,4,1,560.9786121,1.1424341,,,0,0
,2128,1889,3531,Highway,1,0.63,1,40,810,1,0,0.15,4,1,986.9165017,1.414895403,,,0,0
,2129,1890,2016,Highway,1,0.5,1,29,396,1,0,0.15,4,1,193.6442271,1.133576868,,,39.4296,39.4296
,2130,1890,10316,Highway,1,1.01,1,32,891,1,0,0.15,4,1,506.9394942,2.010708338,,,142.459,142.459
,2131,1890,10318,Highway,1,1,1,34,1360,1,0,0.15,4,1,990.5234427,2.036344493,,,279.0885,279.0885
